title,date,keywords,abstract,multilingual_abstract,source_file,year
한국형 보편적 학습설계 기반 수업분석 체크리스트 개발,2017,"['보편적 학습설계', '보편적 학습설계 기반 수업', '수업분석 체크리스트', 'universal design for learning', 'UDL based instruction', 'instruction analysis checklist']",,"The purpose of this study is to develop a instruction analysis checklist applicable to classroom scenes based on the Universal Design for Learning Guideline 2.0. To do this, we conducted two self-validation reviews, two expert validity reviews, and two usability evaluations based on the Universal Design for Learning Guideline 2.0. After validation and usability evaluation, we developed a total of 36 items consisting of 4 items for each instruction. In all questions, examples are presented for the purpose of reinforcing concrete. All the items were judged by the 3-point scale, and the observation results were provided through a radial chart, allowing SWOT analysis of the universal design for learning of teachers. The developed checklist provides a description of the principles and guidelines in the checklist itself as it requires a thorough understanding by the observer of the universal design for learning through prior education. Based on the results of the study, we discussed the criteria, the specificity of the criteria, the number of questions, and the method of arrangement. As a future research, this study proposed the characteristics of application of universal design for learning for each subject, the comparison with the observation results through the self-report teaching tool, and the continual revision and supplementation of the lecture checklist.",reinforcement_learning_2017_academic_riss.csv,2017
PBL을 활용한 대학 신입생오리엔테이션 교육과정 개발,2017,"['오리엔테이션', '신입생교육', '문제중심학습', '모듈', '인문교양', '사고와표현', 'Orientation', 'Education for Freshmen', 'Problem-Based Learning', 'Module', 'Liberal Humanity', 'Thinking and Expression']","본 연구는 대학 오리엔테이션을 신입생 교육의 차원에서 살펴보고 PBL에 기반한 교육과정을 개발하는데 목적이 있다. 대학생활을 잘 시작하기 위해서는 오리엔테이션이 중요함에도 불구하고 여러 불미스러운 사건과 사고들이 발생하고 있다. 형식적이고 의례적인 차원에서 학교당국 혹은 총학생회가 마련한 오리엔테이션 프로그램을 일방적으로 수용하는 방식에 그 원인이 있다. 이에 본 연구는 신입생들의 효과적인 대학생활을 위해 학생들(신입생, 재학생)과 학교 본부(교직원)가 함께 만들어가는 줄탁동시() 오리엔테이션 프로그램을 제안하였다. 미국 대학의 사례를 검토하고 PBL 방법을 적용하여 리더십, 학습관리, 인문교양의 세 개의 모듈을 중심으로 한 오리엔테이션 교육과정을 개발하였다.오리엔테이션의 성패는 무엇보다도 신입생들에게 모교에 대한 자부심과 앞으로의대학생활에 대한 기대감을 갖도록 하는데 있다. 따라서 오리엔테이션의 목적, 운영 주체, 시기, 장소, 내용과 방법 등을 고려하여 각 대학별 상황에 따라 PBL 모듈을 활용한 프로그램을 유연하게 설계할 수 있다. 본 연구결과를 활용하여 각대학들이 오리엔테이션의 내실화를 도모함으로써 실질적으로 신입생들이 대학생활을 시작하는데 도움이 되도록 프로그램을 개발해야 할 것이다. 나아가 오리엔테이션을 통해 1학년 사고와 표현 교육의 중요성과 인문 교양교육의 필요에 대한인식 공유가 이루어져야 할 것이다. 학생들의 리더십 역량 개발과 학습과정이 유기적으로 연계되는 신입생 교육의 시스템과 로드맵을 마련함으로써 오리엔테이션의 효과가 확산되도록 해야 할 것이다.","The purpose of this research is in developing the PBL-based curriculum, examining the universitys orientation program as the freshmen education. Despite the importance of the orientation at an initial phase of campus life, a lot of disgraceful events and accidents have happened. Moreover, in general, most orientation programs by school authority or by student council are just unilaterally delivered to freshmen in a perfunctory and cursory manner. Therefore, this research suggests Jultakttongsi orientation program in which students(preregistered and new students) and school authority(including faculty members) make it together for freshmens effective campus lives.After reviewing some cases of US universities and applying PBL, an orientation curriculum which is centered into three modules of leadership, learning management, and liberal humanity has been developed. The success andor failure of orientation depend upon freshmens pride on their alma mater and their expectation on campus life. Thus, based on each universitys own situation, the orientation program which utilizes PBL module can be designed, considering the purpose, main body of operation, timing, place, and contents and methods.Through the research output, the orientation should be organized to practically support freshmen campus life, seeking substantiality of the program. Moreover, through the orientation, sharing of awareness should be made on the importance of thinking and expression education and the reinforcement of liberal arts for freshmen education.In addition, by making a system and a roadmap for the education of freshmen which can be organically linked to developments of students leadership capability and the learning process, orientation effects should be expanded further.",reinforcement_learning_2017_academic_riss.csv,2017
초등 사회과 지역화 학습에서 교사의 자기주도적 교수역량 강화를 위한 PDS 구축 연구 - 대학과 현장의 협력 PLC 활동을 사례로-,2017,"['Professional Development System(PDS)', '전문적 학습 공동체', '지역화 학습', '초등 지리교육', '지역화 교과서', '대학과 현장 협력', 'Professional Learning Community(PLC)', 'community based learning', 'elementary geography education', 'social studies textbook published in local', 'School-College Partnership']",,"This study finds out the difficulty elementary school teachers have experienced in teaching the localized textbook and Professional Learning Community(PLC) which is performed to overcome it. By PLC, elementary school teachers make progress in professionalism and reinforce self-directed teaching competencies. This is an attempt of collaboration between higher education institute and elementary school to establish Professional Development System(PDS). When elementary school teachers taught social studies textbook published in the local community, they tried to do re-constructing the materials by themselves. They remodeled the deep geographic knowledge and geographic skills so that they could optimize the contents level for students. Although elementary school teachers had some troubles in teaching social studies textbook published in the local community because they didnt have enough geographic knowledge which is systematic, they were satisfied with doing together and making the feeling of solidarity with colleagues through PLC, and they were looking forward to pursuing of developing PLC.",reinforcement_learning_2017_academic_riss.csv,2017
영향력분포도를 이용한 강화학습의 학습속도개선,2017,"['Reinforcement learning', '강화학습', 'Board game', '보드게임', 'Influence map', '영향력분포', 'Learning speed', '학습속도']","보드게임은 많은 수의 말들과 상태공간을 갖고 있다. 그러므로 게임은 학습을 오래 하여야 한다. 그러나 강화학습은 학습초기에 학습속도가 느려지는 단점이 있다. 그러므로 학습 도중에 동일한 최선 값이 있을 때, 영향력분포도를 고려한 문제 영역 지식을 활용한 휴리스틱을 사용해 학습의 속도 향상을 시도하였다. 기존 구현된 말과 개선 구현된 말을 비교하기 위해 보드게임을 제작하였다. 그래서 일방공격형 말과 승부를 하게 하였다. 실험결과 개선 구현된 말의 성능이 학습속도 측면에서 향상됨을 알 수 있었다.","It takes quite amount of time to study a board game because there are many game characters and many state spaces are exist for board games. Therefore, game must do learning long. But, there is weakness with reinforcement learning. On Learning early, the learning speed becomes slow. If there were equal result that both are considered to be best ones during the course of learning stage, Heuristic which utilizes learning of problem area of Jul-Gonu was used to improve the speed of learning. To compare a normal character to an improved one, a board game was created, and then they fought against each other. As a result, improved characters ability was improved on learning speed.",reinforcement_learning_2017_academic_riss.csv,2017
실시간 장애물 회피 자동 조작을 위한 차량 동역학 기반의 강화학습 전략,2017,"['Reinforcement Learning', 'Obstacle Avoidance']",,"As the development of autonomous vehicles becomes realistic, many automobile manufacturers and components producers aim to develop completely autonomous driving. ADAS (Advanced Driver Assistance Systems) which has been applied in automobile recently, supports the driver in controlling lane maintenance, speed and direction in a single lane based on limited road environment. Although technologies of obstacles avoidance on the obstacle environment have been developed, they concentrates on simple obstacle avoidances, not considering the control of the actual vehicle in the real situation which makes drivers feel unsafe from the sudden change of the wheel and the speed of the vehicle. In order to develop the completely autonomous driving automobile which perceives the surrounding environment by itself and operates, ability of the vehicle should be enhanced in a way human driver does. In this sense, this paper intends to establish a strategy with which autonomous vehicles behave human-friendly based on vehicle dynamics through the reinforcement learning that is based on Q-learning, a type of machine learning. The obstacle avoidance reinforcement learning proceeded in 5 simulations. The reward rule has been set in the experiment so that the car can learn by itself with recurring events, allowing the experiment to have the similar environment to the one when humans drive. Driving Simulator has been used to verify results of the reinforcement learning. The ultimate goal of this study is to enable autonomous vehicles avoid obstacles in a human-friendly way when obstacles appear in their sight, using controlling methods that have previously been learned in various conditions through the reinforcement learning.",reinforcement_learning_2017_academic_riss.csv,2017
대학 운동부 학생들의 학습욕구 정도와 충족을 위한 다각적 심층 분석,2017,"['University Student Majoring in Sports', 'Desire Degree of Learning', 'Desire Satisfaction of Learning']",,"This paper performed a multilateral in-depth analysis for learning desire degree and satisfaction of university student majoring in sports.  First, this study investigated where, of sports and learning, the university student majoring in sports put higher value. As a result, this paper could find out that they put higher value on sports. But, though they put higher value on sports, this paper could find out indirectly that they mostly thought academic learning to be necessary.  Second, this study investigated how much they recognize the necessity of academic learning. As a result, their opinions were divided into affirmative(positive) recognition and passive(negative) recognition. At first, as for the affirmative(or positive) recognition on academic learning of the university student majoring in sports, they felt it to be necessary for themselves or due to conditions or reasons. Next, as for the passive(negative) recognition on academic learning of the university student majoring in sports, they felt the necessity of academic learning. But they recognized it to be passive(negative) because of preparation for competition, fear of academic learning, and course related to sports kind.  Third, the university student majoring in sports expressed their opinions that with the purpose of satisfying academic learning desire, level-considered education and basic learning reinforcement are necessary.  Fourth, for the educational system with the purpose of satisfying learning desire of the university students majoring in sports, they expressed their opinions that curriculum establishment, time schedule adjustment, and level-and-desire-considered education are necessary.",reinforcement_learning_2017_academic_riss.csv,2017
,2017,"['영상교재', '니즈조사', '학습효과', '일본어와 문화의 이해', '일본어운용능력', 'Video Teaching Materials', 'Needs Survey', 'Learning Effectiveness', 'Understanding Of Japanese LanguageandCulture', 'Ability to Use Conversational Japanese']","본고에서는 학습자의 요구 조사 및 실태 조사를 바탕으로 일본의 언어와 문화의 이해와,회화 운용 능력의 향상에 얼마나 도움이 되었는지를 분석, 고찰하였다. 선행 연구를 검토하고 남겨진 과제를 해결하는 방식으로 분석과 고찰을 실시하여 밝혀진 주요 결과는 다음과 같이 정리할 수 있다.1.학습자는 영상 교재 수업에 대한 요구가 높고, 특히 일본의 문화와 사회에 관심이 많은것으로 나타났다. 또한 영상 교재 수업이 학습 동기와 일본어 학습 향상에 크게 기여했음을 확인할 수 있었다.2.일본의 문화와 언어 학습에 효과적인 시판 (에린)의 영상 교재를 사용하여 영상 교재 제작의 어려운 수고는 덜 수 있었고, 교육 효과도 높았다.3.기존 영상 자료는 보고 내용 이해에 머무는 경우가 많고, 일본어의 운용 능력 향상에 도움이 되지 않다는 지적이 많았지만, 영상 교재 수업을 수강한 학습자의 설문 조사 결과에서 쓰기 듣기의 언어 운용 능력의 향상은 물론, 말하기능력 향상에 가장 도움이 된 것으로 나타났다. 이러한 결과의 배경으로는 영상 자료라는 시청각 활동 중심의 활동에 대화 운용 능력 향상에 도움이 롤플레잉의 교실 활동을 가미한 수업 디자인의 영향도 생각할 수 있다.4.영상 교재 수업을 통해 일본인의 언어 행동 운용의 이해가 깊어진 것으로 나타났다. 일본 사회의 문화적 배경을 반영한 평소의 정형 인사의 언어 행동은 물론, 문체의 구분에 의한 감정 표현에 있어서 남녀차가 보이는 언어 행동, 요구나 의뢰의 언어 행동, 경어 행동 등 텍스트로는 설명하기 어려운 상황 설명이 요구되는 경우에 영상 자료를 통해 쉽게 제시함으로써 학습 효과도 높아졌다고 생각된다.","Based on the needs and actual status survey of Japanese language learners, this paper analyzed and investigated how Japanese class using video teaching materials help them understand Japanese language and culture and improve conversational Japanese. To attain the objective, this study reviewed the precedent literature and found out the problems to tackle. The findings are as follows.1. It turned out that the learners are in high demand of video teaching materials, and particularly interested in Japans culture and society. Also, it was confirmed that video teaching materials significantly contribute to motivating and improving Japanese language learning.2. Using the commercial video material that is effective for the education of learning culture and language learning saves the difficulty of making a video material and its educational effectiveness is also high.3. It has been often pointed out that the effectiveness of existing video teaching materials does not reach beyond simple watching and understanding, so they do not much help the use of Japanese language. However, the results of the surveys with the learners participating in a class using video teaching materials show a great improvement in their speaking ability above all, as well as in writing and listening. This can be explained by the reinforced class design mixing the activity-based conversational Japanese learning with video materials with a role play, which is effective for improving conversational Japanese.4. The Japanese classes using video teaching materials show the learners deepened understanding of Japanese language behaviors. In the cases where it is difficult to explain language behaviors in demand, request, and respect in text, as well as normal greeting manners based on Japanese culture, video teaching materials explain them easily, which leads to high effectiveness of Japanese.",reinforcement_learning_2017_academic_riss.csv,2017
시간 및 혼잡도를 고려한 멀티 에이전트 강화학습 기반 대피 경로 산출 프레임웍,2017,"['탈출경로 산출', '강화학습', '멀티 에이전트', '게임 이론', '탈출 혼잡도', 'Evacuation Framework', 'Reinforcement Learning', 'Mul-taigents', 'Game Theory', 'Crowdedness']","본 연구에서는 비상상황 발생 시 다수의 탈출 주체들을 신속하고 안전하게 대피시킬 수 있는 효율적인 경로산출 알고리즘을 제시한다. 대부분의 연구가 신속한 탈출 시간만을 고려하여 경로를 생성하는 것에 비하여, 본 연구에서는 혼잡도를 동시에 고려하여 신속하고 안전한 대피 경로를 생성한다. 또한, 각 탈출 주체들의 개별적인 학습을 상호 반영하는 멀티 에이전트 강화학습 방법을 게임이론에 접목하여, 특정 에이전트를 위한 경로 산출이 아닌 모든 에이전트들을 고려하는 대피 경로를 산출한다. 제시된 알고리즘은 탈출시간과 혼잡도를 동시에 고려하며, 전체 에이전트들의 효율적 경로를 산출한다는 점에서 기존의 연구들과 차별성을 지닌다. 제시된 알고리즘의 우수성을 보여주기 위하여, 다양한 탈출 경로 시뮬레이션 및 분석이 실증된다.","This research focuses on a new and effective evacuation framework in various situations. While most of the existing research studies are considering a fast evacuation time as the first priority, the proposed algorithm generates effective evacuation routes considering crowdedness as well as evacuation time. In addition, this research study helps a fast and safe evacuation of all evacuators using a general-sum game theory based multi-agent reinforcement learning. The suggested algorithm is considered as an efficient evacuation framework for considering all evacuators, fast evacuation time and crowdedness. In order to show the effectiveness of the proposed framework, various evacuation simulations and their analyses aer provided.",reinforcement_learning_2017_academic_riss.csv,2017
강건한 스케줄링을 위한 마코프 의사결정 프로세스 추론 및 역강화 학습 기반 일상 행동 학습,2017,"['일정 관리', '마코프 의사 결정 프로세스', '역강화 학습', '웨어러블 디바이스', 'schedule planning', 'markov decision process', 'inverse reinforcement learning', 'wearable devices']","유저의 일상 스케쥴을 제안하고 예측하는 서비스는 스마트 비서의 흥미로운 응용이다. 전통적인 방법에서는 유저의 행동을 예측하기 위하여, 유저가 직접 자신의 행동을 기록하거나, e-mail 혹은 SNS 등에서 명시적인 일정 정보를 추출하여 사용해왔다. 하지만, 유저가 모든 정보를 기록할 수 없기에, 스마트 비서가 얻을 수 있는 정보는 제한적이며, 유저는 유저의 일상의 routine한 정보를 기록하지 않는 경향이 있다. 본 논문에서는 스케줄러에 적히는 정형화된 일정인 스케줄과 비정형화된 일정을 만드는 일상 행동 패턴들을 동시에 고려하는 접근 방법을 제안한다. 이를 위하여 마코프 의사 결정 프로세스 (MDP)를 기반으로 하는 추론 방법과 역강화 학습 (IRL)을 통한 보상 함수 학습 방법을 제안한다. 실험 결과는 우리가 6주간 모은 실제 생활을 기록한 데이터 셋에서 우리의 방법이 기존 방법들보다 우수한 성능을 보임을 논증한다.","A useful application of smart assistants is to predict and suggest users daily behaviors the way real assistants do. Conventional methods to predict behavior have mainly used explicit schedule information logged by a user or extracted from e-mail or SNS data. However, gathering explicit information for smart assistants has limitations, and much of a users routine behavior is not logged in the first place. In this paper, we suggest a novel approach that combines explicit schedule information with patterns of routine behavior. We propose using inference based on a Markov decision process and learning with a reward function based on inverse reinforcement learning. The results of our experiment shows that the proposed method outperforms comparable models on a life-log dataset collected over six weeks.",reinforcement_learning_2017_academic_riss.csv,2017
Korean EFL Students Perceptions of the Effectiveness of Peer Interaction in Online Discussion Forums,2017,"['Blended learning', 'Peer interaction', 'Discussion forums', 'Discussion boards', 'English as a Foreign Language']",,"Online discussion forums are becoming more commonly used in blended learning classes to provide additional opportunities for EFL students to practice the language more outside of the classroom and to reinforce topics or concepts taught in the face-to-face class. It is important to learn more about students perceptions of peer interaction on discussion forums to help create a more student-centered environment that focuses on the needs of students and promotes effective learning. This case study examines Korean EFL students perceptions of the effectiveness of peer interaction in online discussion forums. Participants included 18 Korean university students. Data was collected from a focus group, semi-structured interviews, and an instructor reflection journal. Results of the study indicated that students were satisfied with peer interaction on the discussion forum. However, recommendations were provided that could be used to improve peer interaction on future discussion forums. This study also provides practical implications and recommendations for future research.",reinforcement_learning_2017_academic_riss.csv,2017
약학 실무실습교육에서의 효과적인 피드백,2017,"['Experiential education', 'advanced pharmacy practice experience (APPE)', 'pharmacy student', 'preceptor', 'practice site']",,"Experiential education is a core curriculum of pharmacy education. In experiential education, formative feedback is an integralcomponent of learning and teaching process. Feedback is defined as information provided by a preceptor regarding studentsperformance based on direct observation. With effective feedback, students can have opportunities to reinforce or correctbehaviors and to acquire knowledge or skills. Students highly value and appreciate feedback. They rank provision of effectivefeedback as one of the most important qualities of preceptors. Preceptors, however, lack an understanding of feedback or practicalskills necessary for providing effective feedback. As a result in reality, the feedback provided to students can be differentiallyeffective in improving students learning. This article describes a theoretical understanding of feedback including definition andvalue, as well as types of feedback. In addition, practical aspects in providing feedback, such as contents, timing, techniques, andmodels, are addressed. By understanding the value of feedback and mastering various feedback skills, preceptors will promotestudents learning and enhance educational outcomes of experiential education.",reinforcement_learning_2017_academic_riss.csv,2017
Team Policing에 관한 연구 구성요소와 시행 및 적용 시 쟁점을 중심으로,2017,"['팀폴리싱', '전통적 경찰활동', '전문적 경찰활동', '일관 성', '적응성과 융통성', '기능의 통합', 'Team Policing', 'Traditional Policing', 'Professional Policing', 'Unity of Supervision', 'Low-level Flexibility in Policy-making', 'Unified Delivery of Services', 'Combined Investigative and Patrol Functions']",,"During the mid and late 1960s in the United States, the gap between local police departments and the communities had widened.Negative attitude and antagonism against police departments deepened.Such a social phenomenon might cause the police to get their jobs of crime prevention and control activities challenging and less effective. In particular, police image of being repressive and brutal toward minority communities became reinforced. The demand for a better relationship between local police and communities, therefore, was an inevitable calling. As a consequence, some police administrators attempted to overcome challenges and crisis by reforming their police departments and policing in order to deal with various local crime problems effectively. Numerous new experimental alternatives or policy changes among local police departments across the nation from the late 1960s to the middle of 1970s have been known as team policing. We study history because the past may provide insight and experience for the present and future. In addition, comparative or international research can provide an opportunity for us to expand our understanding into a broader aspect, to obtain new knowledge, and ultimately to increase the possibility of successful policy change and reform effort. team police activityin South Korea. However, such an interpretation cant fully help understand team policing. It is imperative to study and learn historical, political, economic, and cultural backgrounds in order to understand a policy or concept. The previous introduction of team policing to South Korea was somehow limited and sporadic. The current study starts with the perception that previous literature or studies on this subject matter in South Korea have been shallow. For this study, therefore, several critical points of team policing, which have not been the subjects for debates and studies in depth, are discussed, including the explanation of its social and political backgrounds, its basic components, its processes of implementation and practice, and its issues and evaluations. The concept of team policinghas been introduced as a joint patrolor team police activityin South Korea. However, such an interpretation cant fully help understand team policing. It is imperative to study and learn historical, political, economic, and cultural backgrounds in order to understand a policy or concept. The previous introduction of team policing to South Korea was somehow limited and sporadic. The current study starts with the perception that previous literature or studies on this subject matter in South Korea have been shallow. For this study, therefore, several critical points of team policing, which have not been the subjects for debates and studies in depth, are discussed, including the explanation of its social and political backgrounds, its basic components, its processes of implementation and practice, and its issues and evaluations.",reinforcement_learning_2017_academic_riss.csv,2017
국어 수업에서 나타나는 교사의 피드백 발화 유형 분석,2017,"['피드백 유형', '국어 수업', '의미 협상', '의사소통', '사고력', 'Feedback Type', 'Korean Language Class', 'Meaning Negotiation', 'Communication', 'Thinking Ability']",,"The purpose of this study is to understand a concept and function of feedback more broadly and to analyze types of feedback reflecting specificity of the Korean language lesson. The study conducted content analysis on classroom discourse in Korean language classes and categorized teachers feedback utterance types, and analyzed the characteristics. Feedback in Korean language classes was categorized into to understand intent, to help solve problems, to expand and improve communication and thinking ability, and to evaluate and reinforce. Each subtype is then classified into 16 categories according to a context and core function of individual feedback utterances. Feedback is not just about assessing learner performance. Feedback is to encourage lively interaction between teachers and learners so that learners can actively involve in learning. Feedback also helps learners solve a problem by themselves and construct meaning. Especially, in the Korean language class, feedback should provide opportunities to activate communication through meaning negotiation and improve communication and thinking ability.",reinforcement_learning_2017_academic_riss.csv,2017
Le discours ducationnel dialogique et la confiance  entre conditions a priori et a posteriori. Etude de cas  Programme Intensif Erasmus  Relations publiques  relations gouvernementales et lobbying dans une perspective europenne ,2017,"['trust', 'educational discourse', 'public relations', 'government relations', 'lobbying']",,"The article takes as premise the educational question par excellence what content is worthwhile to be transmitted and what is the best way to do so? (Spoelders  Cotton, 2014), and aims to understand the relationship between the educational discourse and trust from two assumptions  to be dialogic, the educational discourse must be shared between teacher and learner -which implies a relation based on trust, a priori condition of the educational discourse -, and the learner has an implicit andor explicit recognition related to the universality of contents transmitted and to their optimal transmission -which reinforce the relation of trust, a posteriori condition of the educational discourse -. The authors analysed the levels of interpersonal, institutional and interinstitutional trust related to an Erasmus intensive programme by its participants, their cooperative behaviours and their collective learning. (Simon, 2007 90) By implying (a priori) and reinforcing (a posteriori) its participants trust via its educational discourse, the concept of the Erasmus intensive programme developed and organised by 8 European partners, reaches the requirements of the dialogic educational discourse, last stage of the pedagogical relation.",reinforcement_learning_2017_academic_riss.csv,2017
대전지역 두 학교 인권이야기,2017,"['인권교육', '인권친화적 학교 문화', '비교사례연구', 'Human Rights Education', 'Human Rights Culture in School', 'Comparative case study']","본 연구의 목적은 대전지역 중등학교의 인권 문화를 파악하기 위함이다. 학교의 인권 문화를 구체적심층적으로 드러내기 위해 비교사례연구방법을 택하였다. 자료 수집은 2개교 20명의 연구 참여자를 중심으로 한 심층면담으로 이루어졌다. 연구결과 A학교는 인권교육을 인성교육으로 혼동하고 있었다. 학교운영은 소수가 비공실적 절차를 통해 결정하였다. 사립학교 맥락 안에서 가족 같은 인간관계를 형성하였고,해주는 것-따르는 것의 상호작용을 하였다. 혁신적 수업이 이루어지기 어렵고 학생들의 참여가 제한되었다. B학교는 인권을 입시를 위해 제한할 수 있는 것으로 여겼다. 의사결정은 협의가 아닌 설득으로 이루어졌고, 이를 거부할 수 없는문화적 압박이 있었다. 구성원 간 소통이 부재하여 현상에 대한 구성원 간 불일치된 인식이 많았다. 학생 중심 교육활동이 활발하였으나, 이는 입시를 위함이다. 따라서 인권친화적 학교 문화 조성을 위해서 인권 개념의 정립, 인권의 우선성과 보편성 이해, 구성원의 자유권과 민주적 의사결정력의 강화, 학생 참여 중심의 수업 장려, 입시위주 교육구조의 개선, 구성원별 다양한 인권교육이 요구된다.","The purpose of this study was to understand human rights culture in secondary schools in Dae-Jeon. Data were derived from comparative case study using in-depth interviews. Data analysis revealed that School A members confuse human rights with humanism. Leaders make decisions by informal process. They have relationships as a family within the context of a private school. Their interaction is give and follow. It is difficult to formulate innovative lessons and student-centered learning. School B members think that Human Rights can be constrained for college admission. The few operate for school through persuasion. There is invisible pressure. Students participate in classes and clubs actively. But it is to prepare for university entrance examinations. This study suggests that there is a need to understand the concept, priority and universality of human rights, reinforcing the right of liberty and autonomy, student-centered learning, and reforming the structure of education. Above all, it requires human rights education suitable for school members.",reinforcement_learning_2017_academic_riss.csv,2017
초등 식생활교육 연구 동향 및 방향성 탐색 1) 이 은 주 (서울교육대학,2017,"['초등학생', '식생활교육', '식생활교육 연구', 'dietary education', 'dietary education research', 'elementary school student']",,"The purpose of this study was to suggest the desirable direction for dietary education in elementary school by investigating the trend of researches on dietary education in elementary school.This study analyzed 115 researches about dietary education in elementary school published from 2009 when Dietary Education Support Act was established to 2016.Research contents were categorized as dietary life of elementary school students(17.4), the recognition and current state of dietary education(21.7), development of dietary education program(54.8) and the direction of dietary education in elementary school(6.1). The major dietary problems were skipping meals, the safe and healthy choices of snacks and unbalanced diets and the dietary habits and nutrition knowledge of the elementary school students needed improvement and Teachers, parents and students recognized the necessity of dietary education starting from the lower grades. the nutrition teacher was recognized as the person in charge of dietary education. However, the nutrition teacher had difficulties in teaching due to the burden of school food service and the lack of the time assigned to dietary education. As a result, the homeroom teachers  role became more important as they could teach consistently throughout all of schools. Dietary contents about eco-friendliness and gratitude were the two main subjects of the Dietary education support act that needed reinforcement. the most frequent theme of dietary education program was dietary habits and the number of studies aimed at 5grade students was the highest. Dietary education is more effective for lower grades than upper grades. but a longer education period is needed.Dietary education which includes contents of eco-friendliness, health and gratitude should raise dietary life competency and include more dietary life experience learning activities. In addition, comprehensive dietary educational system spanning the whole elementary school curriculum that can be used by the homeroom teacher must be established.",reinforcement_learning_2017_academic_riss.csv,2017
치기공과 학생의 수업 방해 요인과 수업 만족도와의 관계,2017,"['Dental technology students', 'Class distracting factors', 'Class satisfaction']",,"Purpose This study aimed to explore the relations between class distracting factors and class satisfaction of the dental technology students and then provide a primary data to help further related studies and develop educational programs with which instructors can efficiently manage their classroom.Methods For this study we have conducted a survey started from the beginning of May 2017 to the end of June. The subjects of the survey were Dental Technology students of D-city, K-city, W-city, selected by random sampling method. The questionnaire was self-administrated and 437 valid results were chosen for our analysis among 450 distributed questionnaires.Results The results of the research was as follows. Firstly, The overall average point of class distracting factors was 2.5 point. The environmental factors were the highest point as 2.59 and as for the subcategories tiredness and drowsiness was the highest point as 2.76. Secondly, The overall average point of class satisfaction turned out 3,88 point and compliance with class and attitude factors gained the highest point as 4.06. Of the subcategories strict roll checking was the highest point as 4.17. Thirdly, As for class distracting factors from general characteristics a statistical significance was shown as follows instructor factor(p.01), learner factor(p.05), total class distracting factor(p.05) in the area of gender, environmental factor(p.001), total class distracting factor(p.01), learner factor(p.05), instructor factor(p.05) in the area of gender learner factor(p.001), instructor factor(p.001), environmental factor(p.001), total class distracting factor(p.01) in the area of class grade, environmental factor(p.05) in GPA. Fourthly, A statistical significance, a negative correlation (p.01) were shown between class distracting factors and class satisfaction. Class distracting factor that especially affects the class satisfaction was instructor factor(p.001) and the explanatory power of the model turned out 14.7, which was statistically meaningful (p.001).Conclusion  Results of this study reveal that instructor factor is the key to class satisfaction of the students. So it is crucial that the instructor faithfully prepare for the class to reinforce the students learning. Additionally further studies should be followed with more subjects and newer perspectives to develop innovative teaching methodology.",reinforcement_learning_2017_academic_riss.csv,2017
